file,namespace,types,base_types,method_count,field_count,using_count,top_refs
GClass3087.cs,(global),class GClass3087 | struct Struct887 | struct Struct888 | struct Struct889 | struct Struct890,,12,20,4,Token:40 | RID:40 | GClass3087:18 | Gclass3086_0:17 | Buffer:16 | Offset:15 | RVA:14 | File:14
GClass3088.cs,(global),class GClass3088,,0,3,1,Token:4 | RID:4 | System:1 | EFT:1 | Network:1 | GClass3088:1 | NetworkChannel:1 | Channel:1
GClass3089.cs,(global),class GClass3089,GClass3088 | IDisposable,1,0,0,Token:2 | RID:2 | System:1 | GClass3089:1 | GClass3088:1 | IDisposable:1 | RVA:1 | File:1
GClass3090.cs,(global),class GClass3090,,5,2,2,GClass3089:10 | Token:8 | RID:8 | GClass3090:8 | Offset:6 | Get:6 | RVA:5 | File:5
GClass3091.cs,(global),class GClass3091,,13,3,3,Token:20 | RID:20 | GClass3087:18 | Dictionary_0:16 | RVA:14 | File:14 | Offset:14 | TryGetValue:11
GClass3092.cs,(global),class GClass3092,,3,2,2,Socket_0:10 | Token:7 | RID:7 | RVA:4 | File:4 | Offset:4 | System:3 | Net:2
GClass3093.cs,(global),class GClass3093,,0,0,1,T:5 | System:2 | Token:2 | RID:2 | GStruct419:2 | Rent:2 | Buffers:1 | GClass3093:1
GClass3094.cs,(global),class GClass3094,,17,4,2,Token:33 | RID:33 | T:31 | Offset:24 | RVA:23 | File:23 | Gparam_0:21 | Int_0:20
GClass3095.cs,(global),class GClass3095 | class GClass3096 | struct Struct891 | class Class2272 | class Class2273,,28,19,6,T:78 | Token:73 | RID:73 | GClass3095:49 | RVA:41 | File:41 | Offset:41 | GClass3096:34
GClass3097.cs,(global),class GClass3097,,1,14,0,Token:16 | RID:16 | GClass3098:16 | Commit:8 | GClass3101:6 | GClass3099:4 | GClass3100:2 | System:1
GClass3098.cs,(global),class GClass3098,,2,2,0,Token:5 | RID:5 | GClass3099:4 | Increment:3 | Commit:3 | RVA:2 | File:2 | Offset:2
GClass3099.cs,(global),class GClass3099,,3,5,0,Token:9 | RID:9 | RVA:3 | File:3 | Offset:3 | Increment:2 | Gclass3102_0:2 | GClass3102:2
GClass31.cs,(global),class GClass31,GClass26,0,1,0,Token:3 | RID:3 | GClass31:2 | CustomNavigationPoint:2 | Point:2 | System:1 | GClass26:1 | RVA:1
GClass310.cs,(global),class GClass310,BaseBrain,3,10,2,Token:15 | RID:15 | NonSerialized:10 | Owner:5 | RVA:4 | File:4 | Offset:4 | Singleton:3
GClass3100.cs,(global),class GClass3100,,2,8,0,Token:11 | RID:11 | RVA:2 | File:2 | Offset:2 | Gclass3102_0:2 | Update:2 | Gclass3103_0:2
GClass3101.cs,(global),class GClass3101,,1,3,0,Token:5 | RID:5 | Gclass3103_0:2 | GClass3103:2 | System:1 | GClass3101:1 | RVA:1 | File:1
GClass3102.cs,(global),class GClass3102,,1,4,0,Token:7 | RID:7 | Int_2:5 | Int_0:4 | Int_1:4 | Int_3:4 | NonSerialized:4 | GClass3102:2
GClass3103.cs,(global),class GClass3103,,1,4,0,Token:7 | RID:7 | Int_1:5 | Int_0:4 | Float_0:4 | Float_1:4 | NonSerialized:4 | GClass3103:2
GClass3104.cs,(global),class GClass3104,,1,4,0,Token:6 | RID:6 | KickEnabled:3 | Threshold:3 | TrackingSeconds:3 | TrackingPauseSeconds:3 | System:1 | GClass3104:1
GClass3105.cs,(global),class GClass3105,,1,2,0,Token:4 | RID:4 | Ping:3 | Loss:3 | GClass3104:2 | System:1 | GClass3105:1 | RVA:1
GClass3106.cs,(global),class GClass3106,,3,4,3,Token:12 | RID:12 | Class2275:9 | Class2275_0:7 | Class2275_1:7 | GClass3106:6 | GDelegate78:5 | Gclass3071_0:5
GClass3107.cs,(global),class GClass3107,,1,4,1,Token:6 | RID:6 | Text:4 | GClass3107:2 | NonSerialized:2 | JsonProperty:2 | Time:2 | System:1
GClass311.cs,(global),class GClass311,BaseBrain,2,14,1,Token:18 | RID:18 | NonSerialized:14 | RVA:3 | File:3 | Offset:3 | GClass311:2 | GClass48:2
GClass3112.cs,(global),class GClass3112 | class Class2309,,3,1,3,Token:7 | RID:7 | GClass3248:6 | TItemComponent:5 | Item:5 | RVA:4 | File:4 | Offset:4
GClass3113.cs,(global),class GClass3113,,5,0,2,Container:10 | Token:6 | RID:6 | IItemOwner:6 | ParentItem:6 | RVA:5 | File:5 | Offset:5
GClass3115.cs,(global),class GClass3115 | class Class2310,StashGridClass,2,1,3,Token:6 | RID:6 | Item:6 | GClass3115:4 | System:3 | RVA:3 | File:3 | Offset:3
GClass3116.cs,(global),class GClass3116 | class Class2459 | class Class2317,StashGridClass | GClass3393 | GClass3120,5,3,2,Token:15 | RID:15 | RVA:8 | File:8 | Offset:8 | StashGridClass:5 | GClass3116:4 | Item:4
GClass3117.cs,(global),class GClass3117,StashGridClass | GInterface215 | EFT.InventoryLogic.IContainer | IItemContainer,0,0,1,EFT:2 | InventoryLogic:2 | Token:2 | RID:2 | GClass3117:2 | StashGridClass:2 | System:1 | GInterface215:1
GClass3118.cs,(global),class GClass3118,StashGridClass,1,0,1,Token:3 | RID:3 | GClass3118:2 | RVA:2 | File:2 | Offset:2 | AddInternal:2 | System:1
GClass3119.cs,(global),class GClass3119 | class Class2316,,3,1,5,Token:6 | RID:6 | GClass3393:5 | System:4 | GClass3119:3 | RVA:3 | File:3 | Offset:3
GClass312.cs,(global),class GClass312,BaseBrain,2,5,1,Token:9 | RID:9 | NonSerialized:5 | RVA:3 | File:3 | Offset:3 | GClass312:2 | GClass49:2
GClass3120.cs,(global),class GClass3120,IEnumerable<KeyValuePair<Item | LocationInGrid>> | IEnumerable,7,1,3,Token:17 | RID:17 | Item:17 | RVA:10 | File:10 | Offset:10 | Dictionary_0:9 | LocationInGrid:8
GClass3121.cs,(global),class GClass3121 | class GClass3122,ISerializer<StashGridClass>,2,7,2,Token:11 | RID:11 | StashGridClass:4 | GClass3121:3 | GClass3122:3 | EFT:2 | RVA:2 | File:2
GClass3123.cs,(global),class GClass3123,IResult,0,1,2,Token:11 | RID:11 | RVA:5 | File:5 | Offset:5 | InventoryError_0:3 | GClass3123:2 | InventoryError:2
GClass3124.cs,(global),class GClass3124,,4,0,2,Item:6 | Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | CheckItemExcludedFilter:4 | ItemFilter:4
GClass3125.cs,(global),class GClass3125,Slot,1,0,3,Token:4 | RID:4 | GClass3125:3 | Slot:3 | RVA:3 | File:3 | Offset:3 | EFT:2
GClass3126.cs,(global),class GClass3126 | class GClass3127,ISerializer<Slot>,2,7,2,Token:11 | RID:11 | EParentMergeType:6 | Slot:4 | EFT:2 | GClass3126:2 | RVA:2 | File:2
GClass3128.cs,(global),class GClass3128 | class StackSlotProps,ISerializer<StackSlot>,2,4,3,Token:8 | RID:8 | StackSlot:4 | JsonProperty:4 | EFT:2 | GClass3128:2 | RVA:2 | File:2
GClass3129.cs,(global),class GClass3129 | class Class2331,EFT.InventoryLogic.IContainer | IItemContainer,7,7,4,Token:28 | RID:28 | RVA:14 | File:14 | Offset:14 | EFT:9 | InventoryLogic:9 | IContainer:8
GClass313.cs,(global),class GClass313,BaseBrain,2,5,1,Token:9 | RID:9 | NonSerialized:5 | RVA:3 | File:3 | Offset:3 | GClass313:2 | GClass48:2
GClass3130.cs,(global),class GClass3130 | class GClass3131,,11,13,6,GClass3130:37 | ECurrencyType:37 | Token:35 | RID:35 | MongoID:29 | RVA:14 | File:14 | Offset:14
GClass3132.cs,(global),class GClass3132,,2,0,1,Append:5 | Token:3 | RID:3 | System:2 | GClass3132:2 | RVA:2 | File:2 | Offset:2
GClass314.cs,(global),class GClass314,BaseBrain,2,7,1,Token:11 | RID:11 | NonSerialized:7 | RVA:3 | File:3 | Offset:3 | GClass314:2 | GClass48:2
GClass3145.cs,(global),class GClass3145,ItemTemplate,0,0,1,System:1 | EFT:1 | InventoryLogic:1 | Token:1 | RID:1 | GClass3145:1 | ItemTemplate:1
GClass315.cs,(global),class GClass315,BaseBrain,4,10,4,Token:16 | RID:16 | NonSerialized:10 | RVA:5 | File:5 | Offset:5 | Owner:5 | Vector3_0:5
GClass316.cs,(global),class GClass316 | class Class231,BaseBrain,7,17,3,Token:27 | RID:27 | NonSerialized:15 | RVA:8 | File:8 | Offset:8 | Owner:8 | Memory:7
GClass317.cs,(global),class GClass317,BaseBrain,3,12,1,Token:17 | RID:17 | NonSerialized:12 | RVA:4 | File:4 | Offset:4 | Gclass147_0:4 | Gclass149_0:3
GClass318.cs,(global),class GClass318,BaseBrain,4,8,1,Token:14 | RID:14 | NonSerialized:8 | RVA:5 | File:5 | Offset:5 | Owner:5 | BotsController:3
GClass319.cs,(global),class GClass319,BaseBrain,2,8,1,Token:12 | RID:12 | NonSerialized:8 | RVA:3 | File:3 | Offset:3 | GClass319:2 | GClass48:2
GClass32.cs,(global),class GClass32,,15,13,2,Token:56 | RID:56 | RVA:31 | File:31 | Offset:31 | NonSerialized:13 | CompilerGenerated:9 | GStruct9:7
GClass320.cs,(global),class GClass320,BaseBrain,2,3,1,Token:7 | RID:7 | RVA:3 | File:3 | Offset:3 | NonSerialized:3 | GClass320:2 | GClass48:2
GClass321.cs,(global),class GClass321,BaseBrain,2,7,1,Token:11 | RID:11 | NonSerialized:7 | RVA:3 | File:3 | Offset:3 | GClass321:2 | GClass48:2
GClass322.cs,(global),class GClass322,BaseBrain,2,13,1,Token:17 | RID:17 | NonSerialized:13 | RVA:3 | File:3 | Offset:3 | GClass322:2 | GClass48:2
GClass3224.cs,(global),class GClass3224,InfoTemplateClass,0,1,2,Token:2 | RID:2 | DialogId:2 | System:1 | EFT:1 | Newtonsoft:1 | Json:1 | GClass3224:1
GClass323.cs,(global),class GClass323,BaseBrain,2,1,1,Token:5 | RID:5 | RVA:3 | File:3 | Offset:3 | GClass323:2 | GClass135:2 | GClass671:2
GClass324.cs,(global),class GClass324 | class Class232,BaseBrain,10,14,7,Token:29 | RID:29 | Owner:18 | GClass98:13 | RVA:12 | File:12 | Offset:12 | EZombieMode:11
GClass3247.cs,(global),class GClass3247,ItemTemplate,0,0,2,EFT:2 | Token:2 | RID:2 | GClass3247:2 | System:1 | InventoryLogic:1 | ItemTemplate:1 | RVA:1
GClass3248.cs,(global),class GClass3248,Item | IItemContainer,4,0,3,Token:10 | RID:10 | Item:5 | EFT:4 | InventoryLogic:4 | IContainer:3 | RVA:3 | File:3
GClass325.cs,(global),class GClass325,BaseBrain,2,4,1,Token:8 | RID:8 | NonSerialized:4 | RVA:3 | File:3 | Offset:3 | GClass325:2 | GClass48:2
GClass326.cs,(global),class GClass326,BaseBrain,6,1,3,BotsGroup:10 | Token:9 | RID:9 | RVA:7 | File:7 | Offset:7 | BotOwner:5 | Owner:4
GClass329.cs,(global),class GClass329,BaseBrain,2,8,1,Token:12 | RID:12 | NonSerialized:8 | RVA:3 | File:3 | Offset:3 | GClass329:2 | GClass48:2
GClass330.cs,(global),class GClass330,BaseBrain,3,9,1,Token:14 | RID:14 | NonSerialized:9 | RVA:4 | File:4 | Offset:4 | GClass330:2 | GClass48:2
GClass3308.cs,(global),class GClass3308,Weapon,0,0,1,Token:2 | RID:2 | GClass3308:2 | System:1 | EFT:1 | InventoryLogic:1 | Weapon:1 | RVA:1
GClass331.cs,(global),class GClass331,BaseBrain,2,10,1,Token:14 | RID:14 | NonSerialized:10 | String_0:4 | RVA:3 | File:3 | Offset:3 | GClass331:2
GClass332.cs,(global),class GClass332,BaseBrain,2,10,1,Token:14 | RID:14 | NonSerialized:10 | RVA:3 | File:3 | Offset:3 | GClass332:2 | GClass48:2
GClass333.cs,(global),class GClass333,BaseBrain,4,13,1,Token:21 | RID:21 | NonSerialized:13 | RVA:6 | File:6 | Offset:6 | Gclass148_0:5 | Gclass149_0:4
GClass3335.cs,(global),class GClass3335,Item,0,1,1,Token:3 | RID:3 | GClass3335:2 | System:1 | EFT:1 | InventoryLogic:1 | Item:1 | RVA:1
GClass334.cs,(global),class GClass334,BaseBrain,2,9,1,Token:13 | RID:13 | NonSerialized:9 | RVA:3 | File:3 | Offset:3 | GClass334:2 | GClass48:2
GClass3341.cs,(global),class GClass3341,InfoItemClass,0,1,1,Token:5 | RID:5 | Gclass3224_0:3 | GClass3341:2 | RVA:2 | File:2 | Offset:2 | DialogId:2
GClass335.cs,(global),class GClass335,BaseBrain,2,7,1,Token:11 | RID:11 | NonSerialized:7 | RVA:3 | File:3 | Offset:3 | GClass335:2 | GClass48:2
GClass336.cs,(global),class GClass336,BaseBrain,5,12,4,Token:19 | RID:19 | NonSerialized:12 | RVA:6 | File:6 | Offset:6 | Owner:5 | Singleton:3
GClass3365.cs,(global),class GClass3365,Item,0,0,1,Token:2 | RID:2 | GClass3365:2 | System:1 | EFT:1 | InventoryLogic:1 | Item:1 | RVA:1
GClass3366.cs,(global),class GClass3366 | class Class2460 | class Class2479 | class Class2478,Item | ItemAddress | GClass3414 | GClass3413,14,10,3,Token:42 | RID:42 | GClass3366:32 | RVA:26 | File:26 | Offset:26 | Item:22 | Class2460:12
GClass3367.cs,(global),class GClass3367 | class Class2349,Item | GInterface171 | ItemTemplate,3,2,3,Token:21 | RID:21 | RVA:11 | File:11 | Offset:11 | Gclass1802_0:9 | GClass3367:5 | GClass1802:4
GClass3369.cs,(global),class GClass3369,GInterface510,1,4,0,Token:14 | RID:14 | RVA:5 | File:5 | Offset:5 | VisualSettings:3 | ComputableUnitSettings:3 | PhysicalSettings:3
GClass337.cs,(global),class GClass337,BaseBrain,2,1,2,Token:5 | RID:5 | GClass435:4 | RVA:3 | File:3 | Offset:3 | UnityEngine:2 | GClass337:2
GClass3370.cs,(global),class GClass3370,GInterface509,0,3,2,Token:10 | RID:10 | RVA:3 | File:3 | Offset:3 | UnitDamage:3 | Size:3 | Type:3
GClass3371.cs,(global),class GClass3371,GInterface511,0,4,1,Token:13 | RID:13 | WeightMultipliers:5 | RVA:4 | File:4 | Offset:4 | ExplosionRadius:3 | PropagationSpeed:3
GClass3372.cs,(global),class GClass3372 | class Class2409 | class Class2410,,10,2,5,Slot:18 | IEnumerable:17 | Token:16 | RID:16 | Concat:15 | EFT:14 | InventoryLogic:14 | IContainer:13
GClass3373.cs,(global),class GClass3373 | class Class2411 | class Class2412 | class Class2413 | struct Struct896 | class Class2414,,21,21,10,EquipmentSlot:77 | Token:53 | RID:53 | GClass3373:52 | IEnumerable:30 | RVA:22 | File:22 | Offset:22
GClass3374.cs,(global),class GClass3374,,2,0,2,EItemAttributeId:91 | BUFF:7 | ToStringNoBox:4 | ARMOR:4 | WEAPON:4 | DAMAGE:4 | EStimulatorBuffType:4 | Token:3
GClass3376.cs,(global),class GClass3376,ItemAttributeClass,1,2,1,Token:5 | RID:5 | RepairableComponent_0:5 | BuffComponent_0:4 | GClass3376:2 | RVA:2 | File:2 | Offset:2
GClass3377.cs,(global),class GClass3377,ItemAttributeClass,0,0,1,Token:2 | RID:2 | GClass3377:2 | System:1 | EFT:1 | HealthSystem:1 | ItemAttributeClass:1 | RVA:1
GClass3378.cs,(global),class GClass3378 | class Class2418,ItemAttributeClass,3,4,3,Token:12 | RID:12 | GClass3378:9 | RVA:5 | File:5 | Offset:5 | Range:5 | Class2418:4
GClass3379.cs,(global),class GClass3379,IItemComponent,0,1,1,Token:5 | RID:5 | Item:4 | GClass3379:2 | RVA:2 | File:2 | Offset:2 | System:1
GClass338.cs,(global),class GClass338,GClass337,2,8,1,Token:12 | RID:12 | NonSerialized:8 | RVA:3 | File:3 | Offset:3 | GClass338:2 | GClass48:2
GClass3380.cs,(global),class GClass3380 | class Class2421 | class Class2422,IIdGenerator,45,2,9,Item:95 | Token:64 | RID:64 | RVA:56 | File:56 | Offset:56 | T:53 | GClass3380:40
GClass3381.cs,(global),class GClass3381 | class Class2438 | class Class2439 | class Class2440 | class Class2441 | class Class2442,IComparer<Item>,16,8,4,Item:37 | Token:36 | RID:36 | GClass3381:34 | Type:21 | RVA:17 | File:17 | Offset:17
GClass3382.cs,(global),class GClass3382,,0,2,0,Token:3 | RID:3 | System:1 | GClass3382:1 | Safe:1 | InvincibleBalaclava:1
GClass3384.cs,(global),class GClass3384,TraderControllerClass,0,1,2,Token:3 | RID:3 | EFT:2 | GClass3384:2 | EPlayerSide:2 | EOwnerType:2 | Side:2 | System:1
GClass3385.cs,(global),class GClass3385 | class Class2399 | class Class2400,GClass3384,6,5,8,Token:16 | RID:16 | EFT:8 | Gclass768_0:8 | Weapon:8 | GClass3385:7 | RVA:7 | File:7
GClass3386.cs,(global),class GClass3386 | class Class2198,InventoryController | Interface18 | IDisposable,12,6,6,Token:21 | RID:21 | RVA:13 | File:13 | Offset:13 | Item:12 | StashGridClass:8 | HandsControllerClass:5
GClass3387.cs,(global),class GClass3387 | class GClass3448 | class FullItemLocationSerializer | class Class2481 | class Class2482,InventoryController | ISerializer<GClass3387.GClass3448>,20,17,9,Token:48 | RID:48 | RVA:22 | File:22 | Offset:22 | GClass3387:14 | Inventory:10 | Callback:10
GClass3388.cs,(global),class GClass3388,GClass3387,0,0,1,Token:4 | RID:4 | GClass3388:2 | RVA:2 | File:2 | Offset:2 | System:1 | EFT:1
GClass339.cs,(global),class GClass339,GClass337,5,15,1,Token:22 | RID:22 | NonSerialized:15 | RVA:6 | File:6 | Offset:6 | Gclass67_0:5 | SetBoss:5
GClass3390.cs,(global),class GClass3390,ItemAddress,7,1,1,Token:12 | RID:12 | RVA:9 | File:9 | Offset:9 | Item:5 | GClass3390:4 | IitemOwner_0:4
GClass3391.cs,(global),class GClass3391,ItemAddress,10,1,1,Token:15 | RID:15 | Slot:14 | RVA:12 | File:12 | Offset:12 | Item:7 | CommandStatus:4
GClass3392.cs,(global),class GClass3392,ItemAddress,7,1,1,Token:12 | RID:12 | StackSlot:10 | RVA:9 | File:9 | Offset:9 | Item:5 | GStruct154:4
GClass3393.cs,(global),class GClass3393,ItemAddress,10,4,1,Token:18 | RID:18 | RVA:12 | File:12 | Offset:12 | LocationInGrid:12 | Grid:8 | Item:5
GClass3396.cs,(global),class GClass3396,,3,0,1,Slot:6 | Item:5 | Token:4 | RID:4 | CanReplace:4 | GClass3396:3 | RVA:3 | File:3
GClass3397.cs,(global),class GClass3397,GInterface443 | GInterface438 | GInterface445,0,3,1,Token:13 | RID:13 | RVA:5 | File:5 | Offset:5 | GInterface438:4 | Item:3 | Item_0:3
GClass3398.cs,(global),class GClass3398,GInterface443 | GInterface438 | GInterface445,0,3,1,Token:13 | RID:13 | RVA:5 | File:5 | Offset:5 | GInterface438:4 | ItemAddress:4 | Item:3
GClass3399.cs,(global),class GClass3399,,2,0,3,T:14 | RollBack:8 | Token:6 | RID:6 | RVA:5 | File:5 | Offset:5 | DestroyedItemsStruct:5
GClass340.cs,(global),class GClass340,GClass337,5,11,1,Token:18 | RID:18 | NonSerialized:11 | RVA:6 | File:6 | Offset:6 | Owner:4 | BotFollower:4
GClass3400.cs,(global),class GClass3400,GInterface433 | IExecute | IRollback | IRaiseEvents,4,1,2,GInterface433:11 | Token:7 | RID:7 | Ginterface433_0:6 | RVA:5 | File:5 | Offset:5 | GClass3400:3
GClass3401.cs,(global),class GClass3401,IDestroyResult | IRaiseEvents | IRollback,4,3,3,Token:19 | RID:19 | DestroyedItemsStruct:12 | RVA:10 | File:10 | Offset:10 | ItemAddress:4 | System:3
GClass3402.cs,(global),class GClass3402,IDestroyResult | IRaiseEvents | IRollback,4,0,3,Token:15 | RID:15 | RVA:9 | File:9 | Offset:9 | DestroyedItemsStruct:4 | System:3 | ItemAddress:2
GClass3403.cs,(global),class GClass3403,IDestroyResult | IRaiseEvents | IRollback,4,6,4,Token:22 | RID:22 | RVA:10 | File:10 | Offset:10 | DestroyedItemsStruct:7 | ItemAddress:6 | GInterface416:6
GClass3404.cs,(global),class GClass3404,IExecute | IRollback | IDestroyResult | IRaiseEvents,5,9,4,Token:26 | RID:26 | RVA:11 | File:11 | Offset:11 | NonSerialized:9 | TraderControllerClass:7 | ItemAddress:6
GClass3405.cs,(global),class GClass3405,IExecute | IRollback | GInterface428 | GInterface424 | IRaiseEvents,4,9,2,Token:23 | RID:23 | Item_0:12 | RVA:9 | File:9 | Offset:9 | TraderControllerClass:9 | NonSerialized:9
GClass3406.cs,(global),class GClass3406,IExecute | IRollback | GInterface424 | IRaiseEvents | GInterface427,4,3,2,Token:23 | RID:23 | RVA:12 | File:12 | Offset:12 | IDestroyResult:9 | Gclass3408_0:7 | Item:6
GClass3407.cs,(global),class GClass3407,IExecute | IRollback | IRaiseEvents,4,3,2,Token:9 | RID:9 | Gclass3400_0:6 | RVA:5 | File:5 | Offset:5 | GClass3407:3 | GClass3400:3
GClass3408.cs,(global),class GClass3408,GInterface433 | IExecute | IRollback | IRaiseEvents | GInterface424,4,4,3,Token:16 | RID:16 | RVA:8 | File:8 | Offset:8 | Item:7 | Gclass3410_0:6 | TraderControllerClass:6
GClass3409.cs,(global),class GClass3409,IExecute | IRollback | IRaiseEvents,4,2,1,Token:8 | RID:8 | RVA:5 | File:5 | Offset:5 | Item_0:4 | Int_0:3 | GClass3409:2
GClass341.cs,(global),class GClass341,GClass337,9,15,3,Token:26 | RID:26 | NonSerialized:15 | Owner:13 | RVA:10 | File:10 | Offset:10 | Bool_1:9
GClass3410.cs,(global),class GClass3410,GInterface425 | GInterface424 | IRaiseEvents | IRollback | IExecute,4,9,3,Token:23 | RID:23 | Item:15 | RVA:9 | File:9 | Offset:9 | TraderControllerClass:9 | NonSerialized:8
GClass3411.cs,(global),class GClass3411,GInterface433 | IExecute | IRollback | IRaiseEvents | GInterface428 | GInterface424 | GInterface427,4,10,4,Token:34 | RID:34 | RVA:14 | File:14 | Offset:14 | Item:11 | NonSerialized:10 | IDestroyResult:9
GClass3412.cs,(global),class GClass3412,IRaiseEvents | IRollback,5,4,1,Token:11 | RID:11 | RVA:4 | File:4 | Offset:4 | Item:4 | Bool_0:3 | RollBack:3
GClass3413.cs,(global),class GClass3413,GClass3412,2,0,1,Token:4 | RID:4 | Item:4 | RVA:3 | File:3 | Offset:3 | GClass3413:2 | ItemAddress:2
GClass3414.cs,(global),class GClass3414,GClass3412,3,1,1,Token:6 | RID:6 | RVA:4 | File:4 | Offset:4 | Item:4 | GClass3414:3 | Int_0:3
GClass3415.cs,(global),class GClass3415,GClass3414,2,3,1,Token:7 | RID:7 | Ginterface407_0:4 | RVA:3 | File:3 | Offset:3 | GClass3415:2 | StashGridClass:2
GClass3416.cs,(global),class GClass3416,IExecute | IRollback | IRaiseEvents,4,5,5,Token:11 | RID:11 | RVA:5 | File:5 | Offset:5 | Item:5 | NonSerialized:5 | InteractionsHandlerClass:4
GClass3417.cs,(global),class GClass3417,GInterface433 | IExecute | IRollback | IRaiseEvents | GInterface429 | GInterface424,4,5,1,Token:19 | RID:19 | Item:13 | TargetItem:10 | RVA:9 | File:9 | Offset:9 | TraderControllerClass:6
GClass3418.cs,(global),class GClass3418,GInterface430 | IRaiseEvents | IRollback | GInterface433 | IExecute,4,1,1,Token:9 | RID:9 | Ginterface433_0:7 | RVA:6 | File:6 | Offset:6 | GInterface433:3 | GClass3418:2
